Instance,Best Objective,Avg Objective,Avg Time (s)
U_20_0.5_Num_10_pd.txt,267.15999999999997,267.15999999999997,12.584524631500244
U_20_0.5_Num_1_pd.txt,250.75999999999996,250.75999999999996,9.384482860565186
U_20_0.5_Num_2_pd.txt,260.76000000000005,260.76000000000005,10.476203680038452
U_20_0.5_Num_3_pd.txt,303.84000000000003,303.84000000000003,12.610602617263794
U_20_0.5_Num_4_pd.txt,258.6000000000001,258.6000000000001,10.979806423187256
U_20_0.5_Num_5_pd.txt,258.31999999999994,258.31999999999994,9.153112173080444
U_20_0.5_Num_6_pd.txt,251.72000000000003,251.72000000000003,9.383267641067505
U_20_0.5_Num_7_pd.txt,249.31999999999994,249.31999999999994,10.951119184494019
U_20_0.5_Num_8_pd.txt,257.96000000000004,257.96000000000004,11.664006233215332
U_20_0.5_Num_9_pd.txt,250.84,250.84,12.9956214427948
U_20_1.0_Num_10_pd.txt,381.11999999999995,381.11999999999995,11.025986671447754
U_20_1.0_Num_1_pd.txt,335.26074599161143,335.26074599161143,14.902698278427124
U_20_1.0_Num_2_pd.txt,385.96000000000004,385.96000000000004,10.433119535446167
U_20_1.0_Num_3_pd.txt,399.4799999999999,399.4799999999999,11.952303171157837
U_20_1.0_Num_4_pd.txt,323.55999999999995,323.55999999999995,10.528576612472534
U_20_1.0_Num_5_pd.txt,367.64,367.64,10.09332823753357
U_20_1.0_Num_6_pd.txt,398.71999999999997,398.71999999999997,13.410558938980103
U_20_1.0_Num_7_pd.txt,347.76,347.76,11.87869119644165
U_20_1.0_Num_8_pd.txt,365.76,365.76,11.503175497055054
U_20_1.0_Num_9_pd.txt,315.08,315.08,10.737432718276978
U_20_1.5_Num_10_pd.txt,410.1835112654203,410.1835112654203,14.15461540222168
U_20_1.5_Num_1_pd.txt,443.88,443.88,12.954033613204956
U_20_1.5_Num_2_pd.txt,390.84,390.84,13.156384468078613
U_20_1.5_Num_3_pd.txt,433.76,433.76,11.755732297897339
U_20_1.5_Num_4_pd.txt,434.03999999999996,434.03999999999996,9.290287017822266
U_20_1.5_Num_5_pd.txt,455.8,455.8,9.532500743865967
U_20_1.5_Num_6_pd.txt,416.1600000000001,416.1600000000001,12.901810646057129
U_20_1.5_Num_7_pd.txt,432.40000000000003,432.40000000000003,11.296728372573853
U_20_1.5_Num_8_pd.txt,415.6000000000001,415.6000000000001,9.189006805419922
U_20_1.5_Num_9_pd.txt,370.5277667437265,370.5277667437265,11.402018308639526
U_20_2.0_Num_10_pd.txt,556.313200885282,556.313200885282,10.179303884506226
U_20_2.0_Num_1_pd.txt,473.40000000000003,473.40000000000003,12.118413209915161
U_20_2.0_Num_2_pd.txt,543.8103774105599,543.8103774105599,10.744627952575684
U_20_2.0_Num_3_pd.txt,543.7040890402974,543.7040890402974,13.589471101760864
U_20_2.0_Num_4_pd.txt,493.754972328997,493.754972328997,14.005569696426392
U_20_2.0_Num_5_pd.txt,524.0400000000001,524.0400000000001,8.883187532424927
U_20_2.0_Num_6_pd.txt,607.940286332581,607.940286332581,13.30063009262085
U_20_2.0_Num_7_pd.txt,568.88,568.88,11.192554473876953
U_20_2.0_Num_8_pd.txt,496.711144734451,496.711144734451,10.882484436035156
U_20_2.0_Num_9_pd.txt,542.68,542.68,12.522741317749023
U_20_2.5_Num_10_pd.txt,678.7199999999999,678.7199999999999,11.3253653049469
U_20_2.5_Num_1_pd.txt,538.92,538.92,11.417298793792725
U_20_2.5_Num_2_pd.txt,613.5200000000001,613.5200000000001,12.564915180206299
U_20_2.5_Num_3_pd.txt,661.3999999999999,661.3999999999999,8.841854095458984
U_20_2.5_Num_4_pd.txt,560.6,560.6,9.81196641921997
U_20_2.5_Num_5_pd.txt,594.76,594.76,8.929387092590332
U_20_2.5_Num_6_pd.txt,616.52,616.52,11.622082710266113
U_20_2.5_Num_7_pd.txt,600.4,600.4,11.817119121551514
U_20_2.5_Num_8_pd.txt,608.44,608.44,8.673131704330444
U_20_2.5_Num_9_pd.txt,571.008348755137,571.008348755137,11.385140657424927
U_20_3.0_Num_10_pd.txt,726.1321381053843,726.1321381053843,11.212499618530273
U_20_3.0_Num_1_pd.txt,600.6,600.6,14.844605207443237
U_20_3.0_Num_2_pd.txt,755.3199999999999,755.3199999999999,10.399033308029175
U_20_3.0_Num_3_pd.txt,742.0799999999999,742.0799999999999,13.170714378356934
U_20_3.0_Num_4_pd.txt,692.9200000000001,692.9200000000001,13.111520767211914
U_20_3.0_Num_5_pd.txt,705.9999999999999,705.9999999999999,9.83865237236023
U_20_3.0_Num_6_pd.txt,730.84,730.84,12.17005467414856
U_20_3.0_Num_7_pd.txt,615.64,615.64,12.013470649719238
U_20_3.0_Num_8_pd.txt,553.8972790476971,553.8972790476971,12.758405447006226
U_20_3.0_Num_9_pd.txt,659.5600000000001,659.5600000000001,12.76112985610962
AVERAGE,476.85539767735247,476.85539767735247,11.472817774613699
